@id,name,name:ar,network,network:wikidata,operator,operator:wikidata,public_transport,railway,tram,lon,lat,alt_name:ft,alt_name:ar,alt_name:fr,name:fr,name:de,name:en,source,name:it,shelter,amenity,operator:fr,wikidata,wikipedia,@geometry,addr:city,addr:city:fr,building,old_name,old_name:fr,addr:postcode,layer,toilets:wheelchair,wheelchair,addr:housenumber,addr:street,addr:street:fr,barrier,denomination,operator:wikipedia,phone,website,addr:suburb,description,alt_name,check_date,opening_hours,religion,name:ber,name:kab,note,residential,landuse,old_name:ar,short_name,addr:country,email,wikimedia_commons,addr:state,contact:facebook,contact:twitter,contact:youtube,fax,name:pt,official_name:kab,old_short_name,addr:city:ar,name:es,facebook,alt_name:en,contact:email,contact:website,material,name:fa,short_name:fr
way/29191054,École Supérieur de Police Ali Tounsi,المدرسة العليا للشرطة علي تونسي,,,,,,,,3.0119812,36.766635,,,,École Supérieur de Police Ali Tounsi,,,,,,college,,,,center,Ben Aknoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/29191857,Annexe Ben Aknoun de la Faculté des Sciences Économiques et de Gestion,,,,,,,,,3.014082,36.7648337,,,,,,,,,,university,,,,center,Ben Aknoun,,,,,16000,,,,,,,,,,,,,Appartient à Université d'Alger 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/29193397,Université d'Alger 3,جامعة الجزائر 3,,,,,,,,2.9845358,36.7570634,,جامعة العلوم الإقتصادية و التسيير,,Université d'Alger 3,,Algiers University 3,,,,university,,,,center,Dely Ibrahim,,,,,,,,,,Rue Ahmed Ouaked,,,,,,http://www.univ-alger3.dz/,,,Université de Sciences Economiques et de Gestion,2024-06-18,Sa-Th 06:00-18:00,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/29671795,Ecole Supérieure des enseignants ⴰⵖⵔⴱⴰⵣ ⴰⵍⵎⵎⴰⵙ ⵏ ⵢⵉⵙⵍⵎⴰⴷⵏ المدرسة العليا للأساتذة,المدرسة العليا للأساتذة - بالقبة,,,,,,,,3.0734495,36.7311136,,,,Ecole Supérieure des enseignants,,Higher Normal School of kouba,,,,university,,,,center,Alger,,,,,16308,,,,,B.P N°92 16308 Vieux-Kouba – Alger,,,,,+21321297511,https://www.ens-kouba.dz/,,,,,,,ⴰⵖⵔⴱⴰⵣ ⴰⵍⵎⵎⴰⵙ ⵏ ⵢⵉⵙⵍⵎⴰⴷⵏ,Aɣerbaz alemmas n yiselmaden,,,,,,,,,,,,,,,,,,,,,,,,,
way/29672062,Cité Universitaire Ecole Normale,,,,,,,,,3.0782072,36.7300915,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/30318624,Cité universitaire pour filles (CUB 6),,,,,,,,,3.1727475,36.7217433,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,cité universitaire pour filles CUB 6 (4000 lits),,,,,,,,,,,,,,,,,,,,,,,,
way/31172025,Institut Supérieur de Gestion et Planification,المعهد العالي للتسيير والتخطيط,,,,,,,,3.1783104,36.7415832,,,,Institut Supérieur de Gestion et Planification (ISGP),,Higher Institute of Management and Planning (ISGP),,,,college,,,,center,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/31212986,Cité Univrsitaire Abdelkader Belarbi (CUB1),,,,,,,,,3.1823827,36.7320674,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,
way/39420367,CFPA,,,,,,,,,3.1166079,36.712276,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/42454329,Ecole Supérieure de Materiel,المدرسة العليا للعتاد,,,,,,,,3.1487367,36.7111759,,,,Ecole Supérieure de Materiel,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,military,,,,,,,,,,,,,,,,,,,,,,
way/43331770,المدرسة الوطنية العليا للأشغال العمومية,المدرسة الوطنية العليا للأشغال العمومية,,,,,,,,3.0685877,36.726099,,,,Ecole supérieure des travaux publics,,,,,,university,,,,center,القبة,,,,,,,,,32,شارع سيدي قريدي,,,,,,http://enstp.edu.dz/ar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/55209506,Université d'Alger Campus de Beni Messous,,,,Université d'Alger,,,,,2.989968,36.7808985,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/55215925,CFPA,,,,,,,,,2.9945297,36.7803566,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/80106149,CFPA,,,,,,,,,3.1730121,36.7404269,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/82311529,INSFP,,,,,,,,,3.0482075,36.7373228,,,,,,,,,,college,,,,center,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/96584700,Institut Technique de l'Arboriculture Fruitière et de la Vigne,,,,,,,,,2.9484169,36.6325097,,,,,,,,,,college,,,,center,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/96588830,Ecole nationale supérieure d'informatique (ESI) / المدرسة الوطنية العليا للإعلام الآلي,المدرسة الوطنية العليا للإعلام الآلي,,,وزارة التعليم العالي والبحث العلمي (الجزائر),,,,,3.172073,36.7060772,,,,Ecole nationale supérieure d'informatique (ESI),,,,,,university,,Q3578200,ar:المدرسة الوطنية العليا للإعلام الآلي,center,باب الزوار,,,المعهد الوطني للإعلام الآلي,,16309,,,,68,,,wall,,,+213 21 51 60 77,https://www.esi.dz/,,,,,,,,,,,,المعهد الوطني للإعلام الآلي,,,,,,,,,,,,,,,,,,,,,
way/96596610,Institut National de Criminologie et de Criminalistique,المعهد الوطني للأدلة الجنائية وعلم الإجرام,,,,,,,,2.9032573,36.7597407,,,,Institut National de Criminologie et de Criminalistique,,National Institute of Criminology and Forensic,,,,college,,,,center,,,,,,,,,,,,,,,,,https://www.mdn.dz/site_cgn,,,,,,,,,,,military,,INCC,,,,,,,,,,,,,,,,,,,,
way/96600252,École nationale préparatoire aux études d'ingénieur,المدرسة الوطنية التحضيرية لدراسات مهندس,,,Ministère de la Défense Nationale,,,,,3.2653713,36.7316676,,,,École nationale préparatoire aux études d'ingénieur,,,,,,college,,Q3578165,fr:École nationale préparatoire aux études d'ingénieur,center,Rouiba,,,,,,,,,,RN 5,,,,,+213 21 85 51 00,,,,,,,,,,,,,,ENPEI,,,,,,,,,,,,,,,,,,,,
way/96606361,École Militaire Polytechnique,المدرسة العسكرية المتعددة التقنيات,,,,,,,,3.262415,36.7900014,,,,École Militaire Polytechnique,,,,,,college,,Q3578051,fr:École militaire polytechnique,center,,,,École nationale des ingénieurs et des techniciens d'Algérie,,,,,,,,,,,,,http://www.emp.edu.dz/,,,,,,,,,,,military,,,,,,,,,,,,,,,,,,,,,,
way/97658302,Ecole Polytechnique,مدرسة متعددة التقنيات,,,,,,,,3.1505925,36.7237381,,,,Ecole Polytechnique,,,,,,university,,,,center,El Harrach,,,,,,,,,,Avenue des Frères Ouddak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/97658304,Institut National de Formation et de Perfectionnement des Personnels de l'Education,المعهد الوطني لتكوين مستخدمي التربية وتحسين مستواه,,,,,,,,3.149834,36.7245608,,,,,,,,,,university,,,,center,El-Harrach,,,,,,,,,04,Rue Ouled Sidi Cheikh,,,,,+21323 82 78 26,http://www.infpe.edu.dz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/97658307,École Nationale Supérieure Agronomique d'Alger,,,,,,,,,3.1502955,36.7201391,,,,,,,,,,university,,Q21512516,fr:École nationale supérieure agronomique d'Alger,center,El Harrach- Algiers,,,,,16200,,,,,Avenue Hassan Badi,,,,,(213) 23 82 85 07/12,https://www.ensa.dz/,,,,,,,,,,,,,,DZ,webmaster@ensa.dz,Category:École nationale supérieure agronomique (Algiers),,,,,,,,,,,,,,,,,
way/97658654,ENS Véterinaire,,,,,,,,,3.1526831,36.7179144,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/97659075,Cité Universitaire Bouraoui Amar,الاقامة الجامعية بوراوي عمار,,,,,,,,3.1542196,36.7167878,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/102167847,Institut National d'Études de Stratégies Globales,,,,,,,,,3.0573697,36.7298774,,,,,,,,,,college,,,,center,Bir Mourad Raïs,,,,,,,,,,,,,,,+213 21 54 07 07,,,,,,,,,,,,,,INESG,,inesg@inesg.dz,,,,,,,,,,,,,,,,,,
way/108272882,CFPA Belaalem Said,,,,,,,,,3.0931064,36.7175927,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/108280309,CFPA Hamraoui Mohamed,,,,,,,,,3.0941899,36.7025065,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/108285312,CFPA Rabah Ben Yaya,,,,,,,,,3.0819334,36.6988869,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/108285921,CFPA frères Boumaaza,,,,,,,,,3.0622767,36.707751,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/195987543,Cité universitaire CUB3,,,,,,,,,3.1877545,36.7224426,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,
way/196335499,INSFP Ahmed Mahdi,,,,,,,,,2.9530821,36.7311657,,,,,,,,,,college,,,,center,OULED FAYET,,,,,16094,,,,,W142,,,,,+213 (0)21 37-58-99 Fax +213 (0)21 36-50-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/216555759,Institut National de la Formation et de l'Enseignement Professionnels (INFEP),,,,,,,,,3.0297326,36.7586556,,,,,,,,,,college,,,,center,El Biar,,,,,,,,,09,Rue Ouamrouche Mohand Oulhadj,,,,,+21321.92.24.27,http://www.infp.edu.dz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/216901689,École des Hautes Etudes Commerciales,,,,,,,,,3.0124341,36.7466432,,,,,,,,,,university,,,,center,Ben Aknoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEC,,,,,,,,,,,,,,,,,,,,
way/216904129,École nationale supérieure en statistique et en économie appliquée.,كلية العلوم السياسية,,,,,,,,3.0134784,36.7492758,,,,Faculté des Sciences Politiques,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/216904131,,,,,,,,,,3.0147492,36.7468226,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/216904141,Faculté des sciences d'information et de communication,كلية علوم الاعلام و الاتصال,,,,,,,,3.0141606,36.7487536,,,,Faculté des sciences d'information et de communication,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/216905046,المدرسة الوطنية العليا للعلوم السياسية,المدرسة الوطنية العليا للصحافة وعلوم الإعلام,,,,,,,,3.016329,36.7512235,,جامعة الجزائر 3,,École Nationale Supérieure du journalisme et science d'information,,National Higher School of Political Sciences,,,,university,,,,center,Ben Aknoun,,,,,16058,,,,11,Chemin Doudou Mokhtar,,,,,+213 21 23 01 13,https://www.enssp.dz/,,,Université d'Alger 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/216908852,École supérieur de Magistrature,,,,,,,,,3.0227369,36.7652887,,,,École supérieur de Magistrature,,,,,,university,,,,center,,,,,,,,,,,Avenue Khalef Mustapha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/217173157,Ecole Supérieure de Commerce,,,,,,,,,3.0584492,36.7687042,,,,,,,,,,college,,,,center,Alger Centre,,yes,,,16000,,,,,Rue Djawarhalal Nehru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/217437884,المعهد الوطني للصحة العمومية,المعهد الوطني للصحة العمومية,,,,,,,,3.026122,36.7577852,,,,Institut national de santé publique,,,,,,college,,,,center,الأبيار,,,,,16030,,,,04,طريق عبد القادر البكري,,,,,+21321 94 52 97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/217600786,CFPA Allili Ahmed et Beskri Fatiha,,,,,,,,,3.072752,36.7282977,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/217701132,CFPA Hamoud Mohamed,,,,,,,,,3.0963916,36.7228197,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/217702190,CFPA Mounsi Salah,,,,,,,,,3.099963,36.7233675,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/222347858,École Nationale Supérieure Vétérinaire,مدرسة الوطنية العليا للبيطرة,,,,,,,,3.1693594,36.7121683,,,,École Nationale Supérieure Vétérinaire,,Higher National Veterinary School,,,,university,,,fr:École nationale supérieure vétérinaire d'Alger,center,El Harrach,,,,,,,,,,Route de Bab Ezzouar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/222355868,Institut technologique d'entretien électromécanique المعهد التكنولوجي للصيانة الكهروميكانيكية,المعهد التكنولوجي للصيانة الكهروميكانيكية,,,وزارة التعليم العالي والبحث العلمي (الجزائر),,,,,3.165421,36.7083947,,,,Institut technologique d'entretien électromécanique,,,,,,university,,,,center,وادي السمار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITEEM,,,,,,,,,,,,,,,,,,,,
way/226738803,École de Police,مدرسة الشرطة,,,,,,,,3.2071736,36.72419,,,,École de Police,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/226744644,CFPA Ben Mahdi Lounes مركز التكوين المهني بن مهدي لوناس,مركز التكوين المهني بن مهدي لوناس,,,,,,,,3.1906259,36.7181386,,,,CFPA Ben Mahdi Lounes,,,,,,college,,,,center,Bab Ezzouar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/226879808,Université des Sciences et de la Technologie Houari Boumediene (USTHB),جامعة هواري بومدين للعلوم و التكنولوجيا,,,,,,,,3.180566,36.7122451,,,,Université des Sciences et de la Technologie Houari Boumediene,,University of Sciences and Technology Houari Boumediene,,,,university,,Q3181219,fr:Université des Sciences et de la Technologie Houari-Boumédiène,center,Bab Ezzouar,,,Université des Sciences et de la Technologie d'Alger,,16111,,,,BP 32,Boulevard de l'Université,,,,,+213 21 24 79 50,http://www.usthb.dz/,,"Superficie totale de l'USTHB: 1.310.000,00 M²",,,,,,Tasdawit n Bab Ezzewar,,,,,USTHB,DZ,contact@usthb.dz,Category:Université des sciences et de la technologie Houari-Boumediene,Algiers,cabinetdurecteur,cabinet_usthb,@MEDIAUSTHB,+213 23 93 48 19,Universidade de Ciência e Tecnologia Houari-Boumediene,Tasdawit n Tussniwin d Tisnumka Hewwari Bumedyen,USTA,,,,,,,,,
way/226910366,CFPA Laghrous Abbas,,,,,,,,,3.2188187,36.7108268,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/226911511,École Supérieure des Techniciens Aéronautiques,المدرسة العليا لتقنيات الطيران,,,,,,,,3.2254087,36.7108857,,,,École Supérieure des Techniciens Aéronautiques,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/226921936,INSP Omar Mazrari,INSP عمر مزراني,,,,,,,,3.1658862,36.7341869,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/226928442,Ecole Supérieur Algérienne des Affaires (ESAA),,,,,,,,,3.1610504,36.7317864,,,,,,,,,,college,,,,center,Mohammadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESSA,,,,,,,,,,,,,,,,,,,,
way/227204151,Ecole Nationale Supérieur de Technologie,,,,,,,,,3.3124545,36.7388465,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/228255255,CFPA,,,,,,,,,2.9961119,36.7478869,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/228262871,CFPA,,,,,,,,,2.989191,36.7256898,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/228621912,Cité Universitaire Feminine Ouled Fayet 3,,,,,,,,,2.9564199,36.728249,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/228621926,Cité Universitaire pour Filles 1,المدينة الجامعية للبنات 1,,,,,,,,2.9445539,36.7183209,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/232370603,Institut Français d'Alger,المعهد الفرنسي بالجزائر,,,,,,,,3.060086,36.7744834,,,,Institut Français d'Alger,,,,,,college,,,,center,Alger Centre,Alger Centre,,,,16000,,,,7,شارع النقيب حساني إسعد,,,,,+213 21 73 78 20/21,,,,,,,,,,,,,,,,,,,,,,,,,,الجزائر الوسطى,,,,,,,,
way/232554645,ENSV,,,,,,,,,3.1531219,36.725032,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/240073290,Centre National de Formation des Personnels Specialisés,,,,,,,,,3.054553,36.7196271,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/240321953,Institut National Spécialisé en Arts et Industries Graphiques,المعهد الوطني المتخصص في الفنون والصناعات المطبعية,,,,,,,,3.046284,36.731378,,,,,,,,,,college,,,,center,بئر مراد رايس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/240334687,Institut National de Formation Supérieur des Cadres de la Jeunesse,,,,,,,,,3.0271644,36.727778,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/243230490,CFPA,,,,,,,,,3.081154,36.7317572,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/243241539,INSFP Si Athmane,,,,,,,,,3.0803467,36.7325248,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/244638284,Ecole Supérieure d'Hôtellerie et de Restauration d'Alger,المدرسة العليا للفندقة والإطعام بالجزائر,,,,,,,,2.9003914,36.7866998,,,,Ecole Supérieure d'Hôtellerie et de Restauration d'Alger,Höhere Schule für Hotellerie und Gastronomie von Algier,Higher School of Hospitality and Catering of Algiers,,Scuola Superiore Alberghiera e della Ristorazione di Algeri,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escuela Superior de Hostelería y Restauración de Argel,,,,,,,
way/245174987,Ecole Nationale Supérieure de Technologie ENST,المدرسة الوطنية العليا للتكنولوجيا,,,Ministère de l'Enseignement Supérieur et de la Recherche Scientifique,,,,,3.2583392,36.7765755,,,,,,,local knowledge,,,college,,,,center,Dergana,,,,,,,,,,Cité Diplomatique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/246407108,Terrain pour Ecole paramédicale,,,,,,,,,2.9442465,36.7661769,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/246407579,CFPA Djanati Rabah,,,,,,,,,2.9532764,36.7621597,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/246548856,CFPA Houari Boumediene,,,,,,,,,3.0874237,36.6059974,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/248450967,École Nationale d'Administration,المدرسة العليا للإدارة,,,,,,,,3.023601,36.7525502,,,,École Nationale d'Administration,,National school of administration,,,,university,,Q3578062,fr:École nationale d'administration (Algérie),center,Hydra,,,,,,,,,13,Chemin Mahmoud Drarnine,,,,,+213 21 60 13 50,http://www.ena.dz/,,,,2024-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/248897027,CFPA El Hadj Djedai,,,,,,,,,3.0034957,36.7483691,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/249379127,École normale de Bouzaréah,المدرسة العليا للأساتذة بوزريعة,,,,,,,,3.0126523,36.781995,,,,École normale de Bouzaréah,,,,,,university,,,,center,Bouzaréah,,,,,,,,,,Avenue Remili Ali,,,,,+213 21 94 13 57,https://www.ensb.dz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/249399013,Ecole Superieure de Banque,المدرسة العليا للمصرفة,,,,,,,,2.9908254,36.7947045,,المدرسة العليا للصيرفة البنكية,,Ecole Superieure de Banque,,,,,,university,,Q30294195,,center,Bouzaréah,,,,,,,,,,,,,,,+213 21 90 29 29,,,,المدرسة العليا للصيرفة البنكية,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/249400292,CFPA Mouloud Kacem Nait Kacem,,,,,,,,,3.004392,36.7855272,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/249409294,CFPA Lounis Khodja Mohamed Arezki,,,,,,,,,3.0089075,36.797084,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/252074574,Ecole Paramédicale,,,,,,,,,3.1031315,36.7346504,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/256853140,Annexe E.N.S.V.,,,,,,,,,3.1513052,36.7152972,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/256853334,Departement de production et d'amélioration végétales,,,,Ecole Nationale Supérieure d'Agronomie,,,,,3.1505825,36.7153789,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/259249856,Ecole Nationale de la Protection Civile,,,,,,,,,3.2644286,36.785694,,,,Ecole Nationale de la Protection Civile,,,local knowledge,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/260310373,CFPA Boudjerda Kouider,,,,,,,,,3.0943856,36.7406686,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/260553047,Université de Sciences Islamiques,جامعة العلوم الإسلامية,,,,,,,,3.1170699,36.7334063,,,,Université de Sciences Islamiques,,University of Islamic Sciences,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/261486071,المعهد الفرنسي بالجزائر,المعهد الفرنسي بالجزائر,,,,,,,,3.0399865,36.7464901,,,,Institut Français d'Alger,,,,,,college,,,,center,حيدرة,,,,,,,,,30,شارع الإخوة قادري,,,,,,https://www.algerie.campusfrance.org/espace/espace-dalger,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/CampusFranceDz/,,,,,,
way/264945761,Lycée Hocine Ait Ahmed,,,,,,,,,2.9112025,36.7024362,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/265403002,,,,,,,,,,3.0451071,36.7817671,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/265592617,CFPA Hadjar Said,,,,,,,,,2.8371305,36.7115977,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/265911161,Lycée Said Touati,ثانوبة سعيد تواتي,,,,,,,,3.0466575,36.7893719,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/267707042,Centre information jeunesse,,,,,,,,,3.050031,36.7888419,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/271924700,Cité Universitaire Ahmed Yousfi (Revoil),,,,,,,,,3.0821925,36.7449313,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/271934829,Centre de formation Meslem Mahieddine,,,,,,,,,3.0884777,36.7469467,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/271934833,Centre National d'Assitance Technique (CNAT),,,,,,,,,3.0879888,36.7436236,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/271991543,CNERATA,,,,,,,,,3.1073348,36.7398375,,,,,,,,,,college,,,,center,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/273264405,École d'horticulture,,,,,,,,,3.0742698,36.7472892,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/273631846,Institut Algerien des Hautes Etudes Financières,,,,,,,,,3.0516093,36.7536325,,,,,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/274675684,Institut National de Vulgarisation Agricole,المعهد الوطني للإرشاد الزراعي,,,,,,,,3.0289207,36.7336206,,,,Institut National de Vulgarisation Agricole,,,,,,university,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/295099264,CFPA Garcon,,,,,,,,,3.2838999,36.7433879,,,,,,,,,,college,,,,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
